Case_ID,Activity,Timestamp,Resource,Department,Incident_Type
INC_1014,Ticket Created,2026-04-09 15:00:00.000000,Charlie,Tier 1,Password Reset
INC_1014,Resolved,2026-04-09 16:30:00.000000,Charlie,Tier 1,Password Reset
INC_1014,Closed,2026-04-09 16:40:00.000000,Charlie,Tier 1,Password Reset
INC_1015,Ticket Created,2026-04-11 10:00:00.000000,Dani,Tier 1,Password Reset
INC_1015,Resolved,2026-04-11 11:02:00.000000,Dani,Tier 1,Password Reset
INC_1015,Closed,2026-04-11 11:12:00.000000,Dani,Tier 1,Password Reset
INC_1016,Ticket Created,2026-04-17 15:00:00.000000,Charlie,Tier 1,Password Reset
INC_1016,Resolved,2026-04-17 15:38:00.000000,Charlie,Tier 1,Password Reset
INC_1016,Closed,2026-04-17 15:48:00.000000,Charlie,Tier 1,Password Reset
INC_1017,Ticket Created,2026-04-20 09:00:00.000000,Brea,Tier 1,Software Bug
INC_1017,Escalated,2026-04-20 10:00:00.000000,Brea,Tier 1,Software Bug
INC_1017,Awaiting Info,2026-04-20 12:00:00.000000,Frank,Tier 2 - Software,Software Bug
INC_1017,In Progress,2026-04-21 00:16:37.520850,Brea,Tier 1,Software Bug
INC_1017,Resolved,2026-04-21 02:48:17.221506,Frank,Tier 2 - Software,Software Bug
INC_1017,Closed,2026-04-21 04:48:17.221506,Brea,Tier 1,Software Bug
INC_1018,Ticket Created,2026-04-21 17:00:00.000000,Alex,Tier 1,Network Issue
INC_1018,Escalated,2026-04-21 17:54:40.103724,Alex,Tier 1,Network Issue
INC_1018,In Progress,2026-04-21 18:09:40.103724,Elena,Tier 2 - Network,Network Issue
INC_1018,Resolved,2026-04-21 23:32:58.631326,Elena,Tier 2 - Network,Network Issue
INC_1018,Closed,2026-04-22 00:32:58.631326,Alex,Tier 1,Network Issue
INC_1019,Ticket Created,2026-04-05 13:00:00.000000,Dani,Tier 1,Software Bug
INC_1019,Escalated,2026-04-05 14:00:00.000000,Dani,Tier 1,Software Bug
INC_1019,Awaiting Info,2026-04-05 16:00:00.000000,Grace,Tier 2 - Software,Software Bug
INC_1019,In Progress,2026-04-06 07:44:38.223845,Dani,Tier 1,Software Bug
INC_1019,Resolved,2026-04-06 11:42:55.467441,Grace,Tier 2 - Software,Software Bug
INC_1019,Closed,2026-04-06 13:42:55.467441,Dani,Tier 1,Software Bug
INC_1020,Ticket Created,2026-04-17 09:00:00.000000,Charlie,Tier 1,Network Issue
INC_1020,Escalated,2026-04-17 09:49:42.002016,Charlie,Tier 1,Network Issue
INC_1020,In Progress,2026-04-17 10:04:42.002016,David,Tier 2 - Network,Network Issue
INC_1020,Resolved,2026-04-17 16:51:42.009649,David,Tier 2 - Network,Network Issue
INC_1020,Closed,2026-04-17 17:51:42.009649,Charlie,Tier 1,Network Issue
INC_1021,Ticket Created,2026-04-20 17:00:00.000000,Charlie,Tier 1,Password Reset
INC_1021,Resolved,2026-04-20 17:21:00.000000,Charlie,Tier 1,Password Reset
INC_1021,Closed,2026-04-20 17:31:00.000000,Charlie,Tier 1,Password Reset
INC_1022,Ticket Created,2026-04-25 10:00:00.000000,Brea,Tier 1,Hardware Failure
INC_1022,Resolved,2026-04-25 11:21:00.000000,Brea,Tier 1,Hardware Failure
INC_1022,Closed,2026-04-25 11:31:00.000000,Brea,Tier 1,Hardware Failure
INC_1023,Ticket Created,2026-04-21 15:00:00.000000,Charlie,Tier 1,Password Reset
INC_1023,Resolved,2026-04-21 16:16:00.000000,Charlie,Tier 1,Password Reset
INC_1023,Closed,2026-04-21 16:26:00.000000,Charlie,Tier 1,Password Reset
INC_1024,Ticket Created,2026-04-24 15:00:00.000000,Brea,Tier 1,Hardware Failure
INC_1024,Escalated,2026-04-24 16:01:11.022295,Brea,Tier 1,Hardware Failure
INC_1024,In Progress,2026-04-24 16:16:11.022295,Frank,Tier 2 - Software,Hardware Failure
INC_1024,Resolved,2026-04-24 20:32:08.432993,Frank,Tier 2 - Software,Hardware Failure
INC_1024,Closed,2026-04-24 21:32:08.432993,Brea,Tier 1,Hardware Failure
INC_1025,Ticket Created,2026-04-09 16:00:00.000000,Dani,Tier 1,Software Bug
INC_1025,Resolved,2026-04-09 17:03:00.000000,Dani,Tier 1,Software Bug
INC_1025,Closed,2026-04-09 17:13:00.000000,Dani,Tier 1,Software Bug
INC_1026,Ticket Created,2026-04-08 16:00:00.000000,Dani,Tier 1,Password Reset
INC_1026,Resolved,2026-04-08 17:24:00.000000,Dani,Tier 1,Password Reset
INC_1026,Closed,2026-04-08 17:34:00.000000,Dani,Tier 1,Password Reset
INC_1027,Ticket Created,2026-04-06 14:00:00.000000,Dani,Tier 1,Hardware Failure
INC_1027,Escalated,2026-04-06 15:48:19.059794,Dani,Tier 1,Hardware Failure
INC_1027,In Progress,2026-04-06 16:03:19.059794,Grace,Tier 2 - Software,Hardware Failure
INC_1027,Resolved,2026-04-06 17:08:07.595739,Grace,Tier 2 - Software,Hardware Failure
INC_1027,Closed,2026-04-06 18:08:07.595739,Dani,Tier 1,Hardware Failure
INC_1028,Ticket Created,2026-04-27 09:00:00.000000,Alex,Tier 1,Network Issue
INC_1028,Escalated,2026-04-27 09:30:24.550706,Alex,Tier 1,Network Issue
INC_1028,In Progress,2026-04-27 09:45:24.550706,Elena,Tier 2 - Network,Network Issue
INC_1028,Resolved,2026-04-28 03:22:00.080383,Elena,Tier 2 - Network,Network Issue
INC_1028,Closed,2026-04-28 04:22:00.080383,Alex,Tier 1,Network Issue
INC_1029,Ticket Created,2026-04-14 16:00:00.000000,Brea,Tier 1,Network Issue
INC_1029,Escalated,2026-04-14 17:00:00.000000,Brea,Tier 1,Network Issue
INC_1029,Awaiting Info,2026-04-14 19:00:00.000000,David,Tier 2 - Network,Network Issue
INC_1029,In Progress,2026-04-15 10:21:54.803481,Brea,Tier 1,Network Issue
INC_1029,In Progress,2026-04-15 14:21:54.803481,Henry,Tier 3 - Management,Network Issue
INC_1029,Resolved,2026-04-15 18:07:01.870140,David,Tier 2 - Network,Network Issue
INC_1029,Closed,2026-04-15 20:07:01.870140,Brea,Tier 1,Network Issue
INC_1030,Ticket Created,2026-04-02 13:00:00.000000,Charlie,Tier 1,Hardware Failure
INC_1030,Resolved,2026-04-02 13:27:00.000000,Charlie,Tier 1,Hardware Failure
INC_1030,Closed,2026-04-02 13:37:00.000000,Charlie,Tier 1,Hardware Failure
INC_1031,Ticket Created,2026-05-01 11:00:00.000000,Dani,Tier 1,Network Issue
INC_1031,Escalated,2026-05-01 12:00:00.000000,Dani,Tier 1,Network Issue
INC_1031,Awaiting Info,2026-05-01 14:00:00.000000,Elena,Tier 2 - Network,Network Issue
INC_1031,In Progress,2026-05-02 05:31:45.968389,Dani,Tier 1,Network Issue
INC_1031,In Progress,2026-05-02 09:31:45.968389,Henry,Tier 3 - Management,Network Issue
INC_1031,Resolved,2026-05-02 12:05:52.597702,Elena,Tier 2 - Network,Network Issue
INC_1031,Closed,2026-05-02 14:05:52.597702,Dani,Tier 1,Network Issue
INC_1032,Ticket Created,2026-04-25 14:00:00.000000,Charlie,Tier 1,Software Bug
INC_1032,Escalated,2026-04-25 14:55:06.572535,Charlie,Tier 1,Software Bug
INC_1032,In Progress,2026-04-25 15:10:06.572535,Frank,Tier 2 - Software,Software Bug
INC_1032,Resolved,2026-04-26 05:43:40.608854,Frank,Tier 2 - Software,Software Bug
INC_1032,Closed,2026-04-26 06:43:40.608854,Charlie,Tier 1,Software Bug
INC_1033,Ticket Created,2026-04-20 13:00:00.000000,Charlie,Tier 1,Password Reset
INC_1033,Resolved,2026-04-20 13:27:00.000000,Charlie,Tier 1,Password Reset
INC_1033,Closed,2026-04-20 13:37:00.000000,Charlie,Tier 1,Password Reset
INC_1034,Ticket Created,2026-05-01 11:00:00.000000,Dani,Tier 1,Hardware Failure
INC_1034,Resolved,2026-05-01 11:50:00.000000,Dani,Tier 1,Hardware Failure
INC_1034,Closed,2026-05-01 12:00:00.000000,Dani,Tier 1,Hardware Failure
INC_1035,Ticket Created,2026-04-16 09:00:00.000000,Charlie,Tier 1,Password Reset
INC_1035,Escalated,2026-04-16 10:46:49.101009,Charlie,Tier 1,Password Reset
INC_1035,In Progress,2026-04-16 11:01:49.101009,Grace,Tier 2 - Software,Password Reset
INC_1035,Resolved,2026-04-16 15:29:35.501432,Grace,Tier 2 - Software,Password Reset
INC_1035,Closed,2026-04-16 16:29:35.501432,Charlie,Tier 1,Password Reset
INC_1036,Ticket Created,2026-04-12 14:00:00.000000,Dani,Tier 1,Network Issue
INC_1036,Resolved,2026-04-12 15:08:00.000000,Dani,Tier 1,Network Issue
INC_1036,Closed,2026-04-12 15:18:00.000000,Dani,Tier 1,Network Issue
INC_1037,Ticket Created,2026-04-15 10:00:00.000000,Alex,Tier 1,Software Bug
INC_1037,Resolved,2026-04-15 11:12:00.000000,Alex,Tier 1,Software Bug
INC_1037,Closed,2026-04-15 11:22:00.000000,Alex,Tier 1,Software Bug
INC_1038,Ticket Created,2026-04-10 10:00:00.000000,Charlie,Tier 1,Hardware Failure
INC_1038,Escalated,2026-04-10 11:52:05.493928,Charlie,Tier 1,Hardware Failure
INC_1038,In Progress,2026-04-10 12:07:05.493928,Grace,Tier 2 - Software,Hardware Failure
INC_1038,Resolved,2026-04-10 16:18:40.854441,Grace,Tier 2 - Software,Hardware Failure
INC_1038,Closed,2026-04-10 17:18:40.854441,Charlie,Tier 1,Hardware Failure
INC_1039,Ticket Created,2026-04-09 14:00:00.000000,Brea,Tier 1,Hardware Failure
INC_1039,Escalated,2026-04-09 15:12:39.112326,Brea,Tier 1,Hardware Failure
INC_1039,In Progress,2026-04-09 15:27:39.112326,Grace,Tier 2 - Software,Hardware Failure
INC_1039,Resolved,2026-04-09 19:11:27.578830,Grace,Tier 2 - Software,Hardware Failure
INC_1039,Closed,2026-04-09 20:11:27.578830,Brea,Tier 1,Hardware Failure
INC_1040,Ticket Created,2026-04-29 15:00:00.000000,Alex,Tier 1,Password Reset
INC_1040,Resolved,2026-04-29 15:53:00.000000,Alex,Tier 1,Password Reset
INC_1040,Closed,2026-04-29 16:03:00.000000,Alex,Tier 1,Password Reset
INC_1041,Ticket Created,2026-04-24 13:00:00.000000,Alex,Tier 1,Network Issue
INC_1041,Escalated,2026-04-24 13:45:38.552953,Alex,Tier 1,Network Issue
INC_1041,In Progress,2026-04-24 14:00:38.552953,David,Tier 2 - Network,Network Issue
INC_1041,Resolved,2026-04-25 03:15:40.738666,David,Tier 2 - Network,Network Issue
INC_1041,Closed,2026-04-25 04:15:40.738666,Alex,Tier 1,Network Issue
INC_1042,Ticket Created,2026-04-02 16:00:00.000000,Brea,Tier 1,Software Bug
INC_1042,Escalated,2026-04-02 17:21:10.340214,Brea,Tier 1,Software Bug
INC_1042,In Progress,2026-04-02 17:36:10.340214,Grace,Tier 2 - Software,Software Bug
INC_1042,Resolved,2026-04-03 12:18:27.952980,Grace,Tier 2 - Software,Software Bug
INC_1042,Closed,2026-04-03 13:18:27.952980,Brea,Tier 1,Software Bug
INC_1043,Ticket Created,2026-05-01 16:00:00.000000,Brea,Tier 1,Network Issue
INC_1043,Escalated,2026-05-01 16:53:00.405424,Brea,Tier 1,Network Issue
INC_1043,In Progress,2026-05-01 17:08:00.405424,Elena,Tier 2 - Network,Network Issue
INC_1043,Resolved,2026-05-02 05:08:14.794922,Elena,Tier 2 - Network,Network Issue
INC_1043,Closed,2026-05-02 06:08:14.794922,Brea,Tier 1,Network Issue
INC_1044,Ticket Created,2026-04-18 10:00:00.000000,Dani,Tier 1,Network Issue
INC_1044,Escalated,2026-04-18 11:05:59.513452,Dani,Tier 1,Network Issue
INC_1044,In Progress,2026-04-18 11:20:59.513452,Elena,Tier 2 - Network,Network Issue
INC_1044,Resolved,2026-04-19 04:28:36.640309,Elena,Tier 2 - Network,Network Issue
INC_1044,Closed,2026-04-19 05:28:36.640309,Dani,Tier 1,Network Issue
INC_1045,Ticket Created,2026-04-10 09:00:00.000000,Brea,Tier 1,Network Issue
INC_1045,Escalated,2026-04-10 10:14:31.364177,Brea,Tier 1,Network Issue
INC_1045,In Progress,2026-04-10 10:29:31.364177,Elena,Tier 2 - Network,Network Issue
INC_1045,Resolved,2026-04-10 22:56:24.840313,Elena,Tier 2 - Network,Network Issue
INC_1045,Closed,2026-04-10 23:56:24.840313,Brea,Tier 1,Network Issue
INC_1046,Ticket Created,2026-04-26 12:00:00.000000,Brea,Tier 1,Network Issue
INC_1046,Escalated,2026-04-26 13:37:50.948780,Brea,Tier 1,Network Issue
INC_1046,In Progress,2026-04-26 13:52:50.948780,Elena,Tier 2 - Network,Network Issue
INC_1046,Resolved,2026-04-26 20:24:03.102742,Elena,Tier 2 - Network,Network Issue
INC_1046,Closed,2026-04-26 21:24:03.102742,Brea,Tier 1,Network Issue
INC_1047,Ticket Created,2026-04-18 13:00:00.000000,Charlie,Tier 1,Password Reset
INC_1047,Resolved,2026-04-18 14:22:00.000000,Charlie,Tier 1,Password Reset
INC_1047,Closed,2026-04-18 14:32:00.000000,Charlie,Tier 1,Password Reset
INC_1048,Ticket Created,2026-04-18 11:00:00.000000,Alex,Tier 1,Software Bug
INC_1048,Escalated,2026-04-18 12:00:00.000000,Alex,Tier 1,Software Bug
INC_1048,Awaiting Info,2026-04-18 14:00:00.000000,Grace,Tier 2 - Software,Software Bug
INC_1048,In Progress,2026-04-19 04:56:29.924148,Alex,Tier 1,Software Bug
INC_1048,Resolved,2026-04-19 10:00:19.646678,Grace,Tier 2 - Software,Software Bug
INC_1048,Closed,2026-04-19 12:00:19.646678,Alex,Tier 1,Software Bug
INC_1049,Ticket Created,2026-04-23 16:00:00.000000,Charlie,Tier 1,Software Bug
INC_1049,Escalated,2026-04-23 17:00:00.000000,Charlie,Tier 1,Software Bug
INC_1049,Awaiting Info,2026-04-23 19:00:00.000000,Frank,Tier 2 - Software,Software Bug
INC_1049,In Progress,2026-04-24 10:37:03.777728,Charlie,Tier 1,Software Bug
INC_1049,Resolved,2026-04-24 12:40:53.129196,Frank,Tier 2 - Software,Software Bug
INC_1049,Closed,2026-04-24 14:40:53.129196,Charlie,Tier 1,Software Bug
INC_1050,Ticket Created,2026-04-10 09:00:00.000000,Brea,Tier 1,Software Bug
INC_1050,Escalated,2026-04-10 09:31:09.721516,Brea,Tier 1,Software Bug
INC_1050,In Progress,2026-04-10 09:46:09.721516,Frank,Tier 2 - Software,Software Bug
INC_1050,Resolved,2026-04-10 21:26:04.553817,Frank,Tier 2 - Software,Software Bug
INC_1050,Closed,2026-04-10 22:26:04.553817,Brea,Tier 1,Software Bug
INC_1051,Ticket Created,2026-04-03 12:00:00.000000,Charlie,Tier 1,Network Issue
INC_1051,Escalated,2026-04-03 13:00:00.000000,Charlie,Tier 1,Network Issue
INC_1051,Awaiting Info,2026-04-03 15:00:00.000000,David,Tier 2 - Network,Network Issue
INC_1051,In Progress,2026-04-04 06:48:49.674441,Charlie,Tier 1,Network Issue
INC_1051,In Progress,2026-04-04 10:48:49.674441,Henry,Tier 3 - Management,Network Issue
INC_1051,Resolved,2026-04-04 16:31:16.469674,David,Tier 2 - Network,Network Issue
INC_1051,Closed,2026-04-04 18:31:16.469674,Charlie,Tier 1,Network Issue
INC_1052,Ticket Created,2026-04-03 13:00:00.000000,Charlie,Tier 1,Network Issue
INC_1052,Escalated,2026-04-03 14:00:00.000000,Charlie,Tier 1,Network Issue
INC_1052,Awaiting Info,2026-04-03 16:00:00.000000,Elena,Tier 2 - Network,Network Issue
INC_1052,In Progress,2026-04-04 02:45:42.068867,Charlie,Tier 1,Network Issue
INC_1052,In Progress,2026-04-04 06:45:42.068867,Henry,Tier 3 - Management,Network Issue
INC_1052,Resolved,2026-04-04 12:32:22.921628,Elena,Tier 2 - Network,Network Issue
INC_1052,Closed,2026-04-04 14:32:22.921628,Charlie,Tier 1,Network Issue
INC_1053,Ticket Created,2026-04-04 13:00:00.000000,Brea,Tier 1,Software Bug
INC_1053,Escalated,2026-04-04 14:00:00.000000,Brea,Tier 1,Software Bug
INC_1053,Awaiting Info,2026-04-04 16:00:00.000000,Frank,Tier 2 - Software,Software Bug
INC_1053,In Progress,2026-04-05 03:16:37.404243,Brea,Tier 1,Software Bug
INC_1053,Resolved,2026-04-05 07:10:19.862358,Frank,Tier 2 - Software,Software Bug
INC_1053,Closed,2026-04-05 09:10:19.862358,Brea,Tier 1,Software Bug
INC_1054,Ticket Created,2026-04-22 11:00:00.000000,Alex,Tier 1,Network Issue
INC_1054,Escalated,2026-04-22 12:00:00.000000,Alex,Tier 1,Network Issue
INC_1054,Awaiting Info,2026-04-22 14:00:00.000000,David,Tier 2 - Network,Network Issue
INC_1054,In Progress,2026-04-23 07:26:15.344454,Alex,Tier 1,Network Issue
INC_1054,In Progress,2026-04-23 11:26:15.344454,Henry,Tier 3 - Management,Network Issue
INC_1054,Resolved,2026-04-23 13:53:42.053295,David,Tier 2 - Network,Network Issue
INC_1054,Closed,2026-04-23 15:53:42.053295,Alex,Tier 1,Network Issue
INC_1055,Ticket Created,2026-04-13 14:00:00.000000,Brea,Tier 1,Network Issue
INC_1055,Escalated,2026-04-13 15:05:17.158636,Brea,Tier 1,Network Issue
INC_1055,In Progress,2026-04-13 15:20:17.158636,David,Tier 2 - Network,Network Issue
INC_1055,Resolved,2026-04-14 00:12:41.024427,David,Tier 2 - Network,Network Issue
INC_1055,Closed,2026-04-14 01:12:41.024427,Brea,Tier 1,Network Issue
INC_1056,Ticket Created,2026-04-05 15:00:00.000000,Brea,Tier 1,Software Bug
INC_1056,Escalated,2026-04-05 16:00:00.000000,Brea,Tier 1,Software Bug
INC_1056,Awaiting Info,2026-04-05 18:00:00.000000,Grace,Tier 2 - Software,Software Bug
INC_1056,In Progress,2026-04-06 12:06:31.505039,Brea,Tier 1,Software Bug
INC_1056,Resolved,2026-04-06 14:15:25.223644,Grace,Tier 2 - Software,Software Bug
INC_1056,Closed,2026-04-06 16:15:25.223644,Brea,Tier 1,Software Bug
INC_1057,Ticket Created,2026-04-18 09:00:00.000000,Charlie,Tier 1,Network Issue
INC_1057,Escalated,2026-04-18 09:57:43.605809,Charlie,Tier 1,Network Issue
INC_1057,In Progress,2026-04-18 10:12:43.605809,Elena,Tier 2 - Network,Network Issue
INC_1057,Resolved,2026-04-19 04:11:14.259780,Elena,Tier 2 - Network,Network Issue
INC_1057,Closed,2026-04-19 05:11:14.259780,Charlie,Tier 1,Network Issue
INC_1058,Ticket Created,2026-04-11 09:00:00.000000,Dani,Tier 1,Network Issue
INC_1058,Escalated,2026-04-11 09:30:37.344194,Dani,Tier 1,Network Issue
INC_1058,In Progress,2026-04-11 09:45:37.344194,David,Tier 2 - Network,Network Issue
INC_1058,Resolved,2026-04-11 16:16:11.098166,David,Tier 2 - Network,Network Issue
INC_1058,Closed,2026-04-11 17:16:11.098166,Dani,Tier 1,Network Issue
INC_1059,Ticket Created,2026-04-13 17:00:00.000000,Charlie,Tier 1,Network Issue
INC_1059,Escalated,2026-04-13 18:00:00.000000,Charlie,Tier 1,Network Issue
INC_1059,Awaiting Info,2026-04-13 20:00:00.000000,David,Tier 2 - Network,Network Issue
INC_1059,In Progress,2026-04-14 12:45:44.929011,Charlie,Tier 1,Network Issue
INC_1059,In Progress,2026-04-14 16:45:44.929011,Henry,Tier 3 - Management,Network Issue
INC_1059,Resolved,2026-04-14 19:59:29.887001,David,Tier 2 - Network,Network Issue
INC_1059,Closed,2026-04-14 21:59:29.887001,Charlie,Tier 1,Network Issue
INC_1060,Ticket Created,2026-04-06 13:00:00.000000,Dani,Tier 1,Software Bug
INC_1060,Escalated,2026-04-06 13:58:36.138105,Dani,Tier 1,Software Bug
INC_1060,In Progress,2026-04-06 14:13:36.138105,Frank,Tier 2 - Software,Software Bug
INC_1060,Resolved,2026-04-06 21:26:52.673935,Frank,Tier 2 - Software,Software Bug
INC_1060,Closed,2026-04-06 22:26:52.673935,Dani,Tier 1,Software Bug
INC_1061,Ticket Created,2026-04-04 11:00:00.000000,Brea,Tier 1,Hardware Failure
INC_1061,Resolved,2026-04-04 11:42:00.000000,Brea,Tier 1,Hardware Failure
INC_1061,Closed,2026-04-04 11:52:00.000000,Brea,Tier 1,Hardware Failure
INC_1062,Ticket Created,2026-04-02 12:00:00.000000,Brea,Tier 1,Network Issue
INC_1062,Escalated,2026-04-02 13:10:29.975189,Brea,Tier 1,Network Issue
INC_1062,In Progress,2026-04-02 13:25:29.975189,David,Tier 2 - Network,Network Issue
INC_1062,Resolved,2026-04-03 07:21:13.204869,David,Tier 2 - Network,Network Issue
INC_1062,Closed,2026-04-03 08:21:13.204869,Brea,Tier 1,Network Issue
INC_1063,Ticket Created,2026-04-18 12:00:00.000000,Dani,Tier 1,Network Issue
INC_1063,Escalated,2026-04-18 13:10:52.979611,Dani,Tier 1,Network Issue
INC_1063,In Progress,2026-04-18 13:25:52.979611,David,Tier 2 - Network,Network Issue
INC_1063,Resolved,2026-04-18 20:51:20.035264,David,Tier 2 - Network,Network Issue
INC_1063,Closed,2026-04-18 21:51:20.035264,Dani,Tier 1,Network Issue
INC_1064,Ticket Created,2026-04-14 16:00:00.000000,Dani,Tier 1,Software Bug
INC_1064,Resolved,2026-04-14 17:04:00.000000,Dani,Tier 1,Software Bug
INC_1064,Closed,2026-04-14 17:14:00.000000,Dani,Tier 1,Software Bug
INC_1065,Ticket Created,2026-04-14 15:00:00.000000,Brea,Tier 1,Software Bug
INC_1065,Escalated,2026-04-14 16:00:00.000000,Brea,Tier 1,Software Bug
INC_1065,Awaiting Info,2026-04-14 18:00:00.000000,Frank,Tier 2 - Software,Software Bug
INC_1065,In Progress,2026-04-15 12:01:11.329666,Brea,Tier 1,Software Bug
INC_1065,Resolved,2026-04-15 14:32:24.572595,Frank,Tier 2 - Software,Software Bug
INC_1065,Closed,2026-04-15 16:32:24.572595,Brea,Tier 1,Software Bug
INC_1066,Ticket Created,2026-04-11 11:00:00.000000,Charlie,Tier 1,Hardware Failure
